,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Total_Membors,FamilySize,IsAlone,relatives,Age*Class,FarePerMember,Age_Band,AgeOneHot,FareBand,FareOnehot
471,0,3,0,38,0,0,8,0,1,2,1,1,0,114,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
472,1,2,1,33,1,2,27,0,3,6,4,0,3,66,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
473,1,2,1,23,0,0,13,1,3,6,1,1,0,46,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
474,0,3,1,22,0,0,9,0,2,3,1,1,0,66,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
475,0,1,0,45,0,0,52,0,1,3,1,1,0,56,17,,2,"(-0.512, 128.082]",3
476,0,2,0,34,1,0,21,0,1,3,2,0,1,68,7,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
477,0,3,0,29,1,0,7,0,1,3,2,0,1,87,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
478,0,3,0,22,0,0,7,0,1,3,1,1,0,66,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
479,1,3,1,2,0,1,12,0,2,3,2,0,1,6,4,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
480,0,3,0,9,5,2,46,0,4,3,8,0,7,27,15,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
481,0,2,0,38,0,0,0,0,1,4,1,1,0,73,0,,2,"(-0.512, 128.082]",0
482,0,3,0,50,0,0,8,0,1,3,1,1,0,150,2,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
483,1,3,1,63,0,0,9,0,3,2,1,1,0,189,4,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
484,1,1,0,25,1,0,91,1,1,3,2,0,1,25,30,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
485,0,3,1,15,3,1,25,0,2,2,5,0,4,48,12,,0,"(-0.512, 128.082]",2
486,1,1,1,35,1,0,90,0,3,6,2,0,1,35,15,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
487,0,1,0,58,0,0,29,1,1,3,1,1,0,58,9,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
488,0,3,0,30,0,0,8,0,1,3,1,1,0,90,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
489,1,3,0,9,1,1,15,0,4,4,3,0,2,27,3,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
490,0,3,0,24,1,0,19,0,1,4,2,0,1,74,4,,1,"(-0.512, 128.082]",2
491,0,3,0,21,0,0,7,0,1,2,1,1,0,63,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
492,0,1,0,55,0,0,30,0,1,3,1,1,0,55,10,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
493,0,1,0,71,0,0,49,1,1,2,1,1,0,71,24,"(64.084, 80.0]",4,"(-0.512, 128.082]",3
494,0,3,0,21,0,0,8,0,1,3,1,1,0,63,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
495,0,3,0,26,0,0,14,1,1,2,1,1,0,80,7,,1,"(-0.512, 128.082]",1
496,1,1,1,54,1,0,78,1,2,3,2,0,1,54,26,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
497,0,3,0,27,0,0,15,0,1,3,1,1,0,84,5,,1,"(-0.512, 128.082]",2
498,0,1,1,25,1,2,151,0,3,7,4,0,3,25,21,"(16.336, 32.252]",1,"(128.082, 256.165]",3
499,0,3,0,24,0,0,7,0,1,2,1,1,0,72,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
500,0,3,0,17,0,0,8,0,1,2,1,1,0,51,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
501,0,3,1,21,0,0,7,2,2,2,1,1,0,63,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
502,0,3,1,27,0,0,7,2,2,3,1,1,0,80,2,,1,"(-0.512, 128.082]",0
503,0,3,1,37,0,0,9,0,2,3,1,1,0,111,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
504,1,1,1,16,0,0,86,0,2,2,1,1,0,16,43,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
505,0,1,0,18,1,0,108,1,1,6,2,0,1,18,18,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
506,1,2,1,33,0,2,26,0,3,5,3,0,2,66,5,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
507,1,1,0,42,0,0,26,0,1,5,1,1,0,50,5,,2,"(-0.512, 128.082]",2
508,0,3,0,28,0,0,22,0,1,3,1,1,0,84,7,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
509,1,3,0,26,0,0,56,0,1,2,1,1,0,78,28,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
510,1,3,0,29,0,0,7,2,1,3,1,1,0,87,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
511,0,3,0,26,0,0,8,0,1,2,1,1,0,81,4,,1,"(-0.512, 128.082]",1
512,1,1,0,36,0,0,26,0,1,3,1,1,0,36,8,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
513,1,1,1,54,1,0,59,1,3,5,2,0,1,54,11,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
514,0,3,0,24,0,0,7,0,1,2,1,1,0,72,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
515,0,1,0,47,0,0,34,0,1,3,1,1,0,47,11,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
516,1,2,1,34,0,0,10,0,3,3,1,1,0,68,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
517,0,3,0,27,0,0,24,2,1,2,1,1,0,79,12,,1,"(-0.512, 128.082]",2
518,1,2,1,36,1,0,26,0,3,7,2,0,1,72,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
519,0,3,0,32,0,0,7,0,1,2,1,1,0,96,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
520,1,1,1,30,0,0,93,0,2,2,1,1,0,30,46,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
521,0,3,0,22,0,0,7,0,1,2,1,1,0,66,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
522,0,3,0,26,0,0,7,1,1,2,1,1,0,80,3,,1,"(-0.512, 128.082]",0
523,1,1,1,44,0,1,57,1,3,6,2,0,1,44,9,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
524,0,3,0,26,0,0,7,1,1,2,1,1,0,80,3,,1,"(-0.512, 128.082]",0
525,0,3,0,40,0,0,7,2,1,2,1,1,0,121,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
526,1,2,1,50,0,0,10,0,2,2,1,1,0,100,5,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
527,0,1,0,42,0,0,221,0,1,2,1,1,0,53,110,,2,"(128.082, 256.165]",3
528,0,3,0,39,0,0,7,0,1,3,1,1,0,117,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
529,0,2,0,23,2,1,11,0,1,3,4,0,3,46,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
530,1,2,1,2,1,1,26,0,2,3,3,0,2,4,8,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
531,0,3,0,26,0,0,7,1,1,2,1,1,0,80,3,,1,"(-0.512, 128.082]",0
532,0,3,0,17,1,1,7,1,1,3,3,0,2,51,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
533,1,3,1,19,0,2,22,1,3,4,3,0,2,68,5,,1,"(-0.512, 128.082]",2
534,0,3,1,30,0,0,8,0,2,2,1,1,0,90,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
535,1,2,1,7,0,2,26,0,2,3,3,0,2,14,8,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
536,0,1,0,45,0,0,26,0,5,3,1,1,0,45,8,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
537,1,1,1,30,0,0,106,1,2,2,1,1,0,30,53,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
538,0,3,0,27,0,0,14,0,1,3,1,1,0,84,4,,1,"(-0.512, 128.082]",1
539,1,1,1,22,0,2,49,1,2,3,3,0,2,22,16,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
540,1,1,1,36,0,2,71,0,2,3,3,0,2,36,23,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
541,0,3,1,9,4,2,31,0,2,3,7,0,6,27,10,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
542,0,3,1,11,4,2,31,0,2,3,7,0,6,33,10,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
543,1,2,0,32,1,0,26,0,1,2,2,0,1,64,13,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
544,0,1,0,50,1,0,106,1,1,3,2,0,1,50,35,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
545,0,1,0,64,0,0,26,0,1,3,1,1,0,64,8,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
546,1,2,1,19,1,0,26,0,3,4,2,0,1,38,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
547,1,2,0,32,0,0,13,1,1,4,1,1,0,60,3,,1,"(-0.512, 128.082]",1
548,0,3,0,33,1,1,20,0,1,3,3,0,2,99,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
549,1,2,0,8,1,1,36,0,4,4,3,0,2,16,9,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
550,1,1,0,17,0,2,110,1,1,4,3,0,2,17,27,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
551,0,2,0,27,0,0,26,0,1,4,1,1,0,54,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
552,0,3,0,27,0,0,7,2,1,2,1,1,0,79,3,,1,"(-0.512, 128.082]",0
553,1,3,0,22,0,0,7,1,1,4,1,1,0,66,1,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
554,1,3,1,22,0,0,7,0,2,2,1,1,0,66,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
555,0,1,0,62,0,0,26,0,1,2,1,1,0,62,13,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
556,1,1,1,48,1,0,39,1,5,7,2,0,1,48,5,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
557,0,1,0,42,0,0,227,1,1,2,1,1,0,52,113,,2,"(128.082, 256.165]",3
558,1,1,1,39,1,1,79,0,3,4,3,0,2,39,19,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
559,1,3,1,36,1,0,17,0,3,5,2,0,1,108,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
560,0,3,0,28,0,0,7,2,1,3,1,1,0,82,2,,1,"(-0.512, 128.082]",0
561,0,3,0,40,0,0,7,0,1,2,1,1,0,120,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
562,0,2,0,28,0,0,13,0,1,3,1,1,0,56,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
563,0,3,0,26,0,0,8,0,1,2,1,1,0,81,4,,1,"(-0.512, 128.082]",1
564,0,3,1,27,0,0,8,0,2,3,1,1,0,82,2,,1,"(-0.512, 128.082]",1
565,0,3,0,24,2,0,24,0,1,3,3,0,2,72,8,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
566,0,3,0,19,0,0,7,0,1,2,1,1,0,57,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
567,0,3,1,29,0,4,21,0,3,5,5,0,4,87,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
568,0,3,0,26,0,0,7,1,1,2,1,1,0,80,3,,1,"(-0.512, 128.082]",0
569,1,3,0,32,0,0,7,0,1,2,1,1,0,96,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
570,1,2,0,62,0,0,10,0,1,2,1,1,0,124,5,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
571,1,1,1,53,2,0,51,0,3,5,3,0,2,53,10,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
572,1,1,0,36,0,0,26,0,1,4,1,1,0,36,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
573,1,3,1,20,0,0,7,2,2,2,1,1,0,66,3,,1,"(-0.512, 128.082]",0
574,0,3,0,16,0,0,8,0,1,4,1,1,0,48,2,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
575,0,3,0,19,0,0,14,0,1,2,1,1,0,57,7,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
576,1,2,1,34,0,0,13,0,2,2,1,1,0,68,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
577,1,1,1,39,1,0,55,0,3,5,2,0,1,39,11,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
578,0,3,1,23,1,0,14,1,3,4,2,0,1,71,3,,1,"(-0.512, 128.082]",1
579,1,3,0,32,0,0,7,0,1,2,1,1,0,96,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
580,1,2,1,25,1,1,30,0,2,3,3,0,2,50,10,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
581,1,1,1,39,1,1,110,1,3,6,3,0,2,39,18,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
582,0,2,0,54,0,0,26,0,1,3,1,1,0,108,8,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
583,0,1,0,36,0,0,40,1,1,3,1,1,0,36,13,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
584,0,3,0,26,0,0,8,1,1,2,1,1,0,80,4,,1,"(-0.512, 128.082]",1
585,1,1,1,18,0,2,79,0,2,2,3,0,2,18,39,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
586,0,2,0,47,0,0,15,0,1,3,1,1,0,94,5,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
587,1,1,0,60,1,1,79,1,1,2,3,0,2,60,39,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
588,0,3,0,22,0,0,8,0,1,2,1,1,0,66,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
589,0,3,0,26,0,0,8,0,1,2,1,1,0,81,4,,1,"(-0.512, 128.082]",1
590,0,3,0,35,0,0,7,0,1,2,1,1,0,105,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
591,1,1,1,52,1,0,78,1,3,5,2,0,1,52,15,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
592,0,3,0,47,0,0,7,0,1,3,1,1,0,141,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
593,0,3,1,23,0,2,7,2,2,2,3,0,2,75,3,,1,"(-0.512, 128.082]",0
594,0,2,0,37,1,0,26,0,1,3,2,0,1,74,8,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
595,0,3,0,36,1,1,24,0,1,4,3,0,2,108,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
596,1,2,1,30,0,0,33,0,2,3,1,1,0,57,11,,1,"(-0.512, 128.082]",3
597,0,3,0,49,0,0,0,0,1,2,1,1,0,147,0,"(48.168, 64.084]",3,"(-0.512, 128.082]",0
598,0,3,0,26,0,0,7,1,1,2,1,1,0,80,3,,1,"(-0.512, 128.082]",0
599,1,1,0,49,1,0,56,1,5,6,2,0,1,49,9,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
600,1,2,1,24,2,1,27,0,3,6,4,0,3,48,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
601,0,3,0,26,0,0,7,0,1,2,1,1,0,81,3,,1,"(-0.512, 128.082]",0
602,0,1,0,45,0,0,42,0,1,3,1,1,0,56,14,,2,"(-0.512, 128.082]",3
603,0,3,0,44,0,0,8,0,1,3,1,1,0,132,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
604,1,1,0,35,0,0,26,1,1,5,1,1,0,35,5,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
605,0,3,0,36,1,0,15,0,1,3,2,0,1,108,5,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
606,0,3,0,30,0,0,7,0,1,2,1,1,0,90,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
607,1,1,0,27,0,0,30,0,1,3,1,1,0,27,10,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
608,1,2,1,22,1,2,41,1,3,6,4,0,3,44,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
609,1,1,1,40,0,0,153,0,2,3,1,1,0,40,51,"(32.252, 48.168]",2,"(128.082, 256.165]",3
610,0,3,1,39,1,5,31,0,3,6,7,0,6,117,5,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
611,0,3,0,27,0,0,7,0,1,3,1,1,0,84,2,,1,"(-0.512, 128.082]",0
612,1,3,1,17,1,0,15,2,2,3,2,0,1,57,5,,1,"(-0.512, 128.082]",2
613,0,3,0,27,0,0,7,2,1,2,1,1,0,79,3,,1,"(-0.512, 128.082]",0
614,0,3,0,35,0,0,8,0,1,3,1,1,0,105,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
615,1,2,1,24,1,2,65,0,2,2,4,0,3,48,32,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
616,0,3,0,34,1,1,14,0,1,3,3,0,2,102,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
617,0,3,1,26,1,0,16,0,3,6,2,0,1,78,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
618,1,2,1,4,2,1,39,0,2,3,4,0,3,8,13,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
619,0,2,0,26,0,0,10,0,1,2,1,1,0,52,5,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
620,0,3,0,27,1,0,14,1,1,2,2,0,1,81,7,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
621,1,1,0,42,1,0,52,0,1,4,2,0,1,42,13,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
622,1,3,0,20,1,1,15,1,1,2,3,0,2,60,7,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
623,0,3,0,21,0,0,7,0,1,3,1,1,0,63,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
624,0,3,0,21,0,0,16,0,1,4,1,1,0,63,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
625,0,1,0,61,0,0,32,0,1,2,1,1,0,61,16,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
626,0,2,0,57,0,0,12,2,5,3,1,1,0,114,4,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
627,1,1,1,21,0,0,77,0,2,3,1,1,0,21,25,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
628,0,3,0,26,0,0,7,0,1,2,1,1,0,78,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
629,0,3,0,28,0,0,7,2,1,3,1,1,0,82,2,,1,"(-0.512, 128.082]",0
630,1,1,0,80,0,0,30,0,1,4,1,1,0,80,7,"(64.084, 80.0]",4,"(-0.512, 128.082]",2
631,0,3,0,51,0,0,7,0,1,3,1,1,0,153,2,"(48.168, 64.084]",3,"(-0.512, 128.082]",0
632,1,1,0,32,0,0,30,1,5,2,1,1,0,32,15,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
633,0,1,0,47,0,0,0,0,1,4,1,1,0,59,0,,2,"(-0.512, 128.082]",0
634,0,3,1,9,3,2,27,0,2,2,6,0,5,27,13,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
635,1,2,1,28,0,0,13,0,2,2,1,1,0,56,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
636,0,3,0,32,0,0,7,0,1,3,1,1,0,96,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
637,0,2,0,31,1,1,26,0,1,2,3,0,2,62,13,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
638,0,3,1,41,0,5,39,0,3,5,6,0,5,123,7,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
639,0,3,0,21,1,0,16,0,1,2,2,0,1,69,8,,1,"(-0.512, 128.082]",2
640,0,3,0,20,0,0,7,0,1,3,1,1,0,60,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
641,1,1,1,24,0,0,69,1,2,2,1,1,0,24,34,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
642,0,3,1,2,3,2,27,0,2,3,6,0,5,6,9,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
643,1,3,0,20,0,0,56,0,1,2,1,1,0,69,28,,1,"(-0.512, 128.082]",3
644,1,3,1,0,2,1,19,1,2,2,4,0,3,2,9,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
645,1,1,0,48,1,0,76,1,1,3,2,0,1,48,25,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
646,0,3,0,19,0,0,7,0,1,2,1,1,0,57,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
647,1,1,0,56,0,0,35,1,5,3,1,1,0,56,11,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
648,0,3,0,26,0,0,7,0,1,2,1,1,0,81,3,,1,"(-0.512, 128.082]",0
649,1,3,1,23,0,0,7,0,2,4,1,1,0,69,1,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
650,0,3,0,26,0,0,7,0,1,2,1,1,0,81,3,,1,"(-0.512, 128.082]",0
651,1,2,1,18,0,1,23,0,2,2,2,0,1,36,11,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
652,0,3,0,21,0,0,8,0,1,3,1,1,0,63,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
653,1,3,1,22,0,0,7,2,2,3,1,1,0,69,2,,1,"(-0.512, 128.082]",0
654,0,3,1,18,0,0,6,2,2,3,1,1,0,54,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
655,0,2,0,24,2,0,73,0,1,3,3,0,2,48,24,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
656,0,3,0,26,0,0,7,0,1,2,1,1,0,81,3,,1,"(-0.512, 128.082]",0
657,0,3,1,32,1,1,15,2,3,3,3,0,2,96,5,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
658,0,2,0,23,0,0,13,0,1,3,1,1,0,46,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
659,0,1,0,58,0,2,113,1,1,3,3,0,2,58,37,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
660,1,1,0,50,2,0,133,0,5,3,3,0,2,50,44,"(48.168, 64.084]",3,"(128.082, 256.165]",3
661,0,3,0,40,0,0,7,1,1,2,1,1,0,120,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
662,0,1,0,47,0,0,25,0,1,3,1,1,0,47,8,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
663,0,3,0,36,0,0,7,0,1,2,1,1,0,108,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
664,1,3,0,20,1,0,7,0,1,3,2,0,1,60,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
665,0,2,0,32,2,0,73,0,1,2,3,0,2,64,36,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
666,0,2,0,25,0,0,13,0,1,3,1,1,0,50,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
667,0,3,0,27,0,0,7,0,1,3,1,1,0,84,2,,1,"(-0.512, 128.082]",0
668,0,3,0,43,0,0,8,0,1,2,1,1,0,129,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
669,1,1,1,38,1,0,52,0,3,6,2,0,1,38,8,,2,"(-0.512, 128.082]",3
670,1,2,1,40,1,1,39,0,3,7,3,0,2,80,5,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
671,0,1,0,31,1,0,52,0,1,2,2,0,1,31,26,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
672,0,2,0,70,0,0,10,0,1,3,1,1,0,140,3,"(64.084, 80.0]",4,"(-0.512, 128.082]",1
673,1,2,0,31,0,0,13,0,1,2,1,1,0,62,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
674,0,2,0,37,0,0,0,0,1,3,1,1,0,70,0,,2,"(-0.512, 128.082]",0
675,0,3,0,18,0,0,7,0,1,3,1,1,0,54,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
676,0,3,0,24,0,0,8,0,1,3,1,1,0,73,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
677,1,3,1,18,0,0,9,0,2,3,1,1,0,54,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
678,0,3,1,43,1,6,46,0,3,4,8,0,7,129,11,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
679,1,1,0,36,0,1,512,1,1,4,2,0,1,36,128,"(32.252, 48.168]",2,"(384.247, 512.329]",3
680,0,3,1,26,0,0,8,2,2,2,1,1,0,77,4,,1,"(-0.512, 128.082]",1
681,1,1,0,27,0,0,76,1,1,2,1,1,0,27,38,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
682,0,3,0,20,0,0,9,0,1,3,1,1,0,60,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
683,0,3,0,14,5,2,46,0,1,3,8,0,7,42,15,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
684,0,2,0,60,1,1,39,0,1,4,3,0,2,120,9,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
685,0,2,0,25,1,2,41,1,1,4,4,0,3,50,10,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
686,0,3,0,14,4,1,39,0,1,3,6,0,5,42,13,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
687,0,3,0,19,0,0,10,0,1,2,1,1,0,57,5,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
688,0,3,0,18,0,0,7,0,1,3,1,1,0,54,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
689,1,1,1,15,0,1,211,0,2,3,2,0,1,15,70,"(0.34, 16.336]",0,"(128.082, 256.165]",3
690,1,1,0,31,1,0,57,0,1,3,2,0,1,31,19,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
691,1,3,1,4,0,1,13,1,2,2,2,0,1,12,6,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
692,1,3,0,20,0,0,56,0,1,2,1,1,0,69,28,,1,"(-0.512, 128.082]",3
693,0,3,0,25,0,0,7,1,1,2,1,1,0,75,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
694,0,1,0,60,0,0,26,0,5,2,1,1,0,60,13,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
695,0,2,0,52,0,0,13,0,1,3,1,1,0,104,4,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
696,0,3,0,44,0,0,8,0,1,2,1,1,0,132,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
697,1,3,1,22,0,0,7,2,2,3,1,1,0,69,2,,1,"(-0.512, 128.082]",0
698,0,1,0,49,1,1,110,1,1,3,3,0,2,49,36,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
699,0,3,0,42,0,0,7,0,1,5,1,1,0,126,1,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
700,1,1,1,18,1,0,227,1,3,6,2,0,1,18,37,"(16.336, 32.252]",1,"(128.082, 256.165]",3
701,1,1,0,35,0,0,26,0,1,3,1,1,0,35,8,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
702,0,3,1,18,0,1,14,1,2,2,2,0,1,54,7,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
703,0,3,0,25,0,0,7,2,1,2,1,1,0,75,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
704,0,3,0,26,1,0,7,0,1,3,2,0,1,78,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
705,0,2,0,39,0,0,26,0,1,6,1,1,0,78,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
706,1,2,1,45,0,0,13,0,3,3,1,1,0,90,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
